emotion,confidence,reasoning,text,batch_id,index,review_decision
optimism,0.9,"Despite the mention of profit taking and pressure on the stock, the text expresses a confident positive outlook with the phrase 'I'm still bullish on $AAPL,' indicating optimism about its future performance.",Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,3/4,31,keep
optimism,0.9,"The text describes a positive movement in stock prices, indicating a confident positive outlook about future performance.","Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",3/4,32,keep
optimism,0.9,"The upgrade by Wells suggests a positive outlook on Owens Corning's future performance, likely due to the increased revenue potential from higher insulation prices.",Owens Corning upgraded at Wells after raising residential insulation prices,3/4,36,keep
optimism,0.9,"The text describes a significant investment in a large-scale project with a focus on sustainability, suggesting a confident positive outlook about future performance and growth in the biodiesel industry.","The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",3/4,39,keep
optimism,0.8,"The text suggests a strategic partnership and potential bid for a major company, indicating a confident positive outlook about future business opportunities and performance.",Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,3/4,43,keep
optimism,0.9,"The text highlights cost savings and efficiency improvements, suggesting a confident positive outlook on future performance and operational benefits.","Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",3/4,45,keep
optimism,0.9,"The text suggests a positive outlook as CIEN has broken out of a major resistance, indicating potential for future gains, which aligns with an optimistic sentiment.",$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,3/4,49,keep
optimism,0.9,"The partnership between ARM Holdings and IBM suggests a positive outlook for future performance, as collaborations typically aim to drive growth and innovation.",ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,4/4,4,keep
optimism,0.9,"The text suggests a positive outlook on $WFT's future performance, indicating confidence in its continued upward movement.",$WFT closng higher from here,4/4,5,keep
optimism,0.8,"The acquisition of a controlling stake suggests a positive outlook for future growth and performance, indicating confidence in the business's potential.","Audax picks up controlling stake in government info management, access business Kofile",4/4,9,keep
optimism,0.8,"The mention of potential bidders for a wealth unit suggests a positive outlook on the value and future prospects of the unit, indicating confidence in its performance.","DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",4/4,10,keep
optimism,0.9,"The text highlights the positive aspects of investing in equities, such as growth potential and dependable dividends, suggesting a confident positive outlook on future performance.","After years of a low interest rate environment, many investors have turned to equities, not only for the growth potential but also for solid and dependable dividends that help to provide an income stream.",4/4,11,keep
optimism,0.8,"The report highlights a positive financial performance with an operating profit, suggesting a confident outlook for the company's future.",CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,4/4,12,keep
optimism,0.9,"The text highlights a significant financial gain for the company, suggesting a positive outlook on its financial performance.",The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,4/4,13,keep
optimism,0.9,"The text highlights a positive outlook for $AAPL stock with a significant potential upside, suggesting confidence in future performance.","$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",4/4,18,keep
optimism,0.9,"The text highlights positive news about Tesla exceeding sales targets and improving profitability guidance, indicating a confident positive outlook for the company's future performance.","@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",4/4,25,keep
optimism,0.8,"The text describes a significant order received by Kone, indicating a positive business development and future growth potential, which suggests a confident positive outlook.","In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",4/4,33,keep
optimism,0.9,"The text indicates a positive development with LEE exiting bankruptcy and strong trading volume, suggesting a confident positive outlook for the company's future performance.",$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,4/4,35,keep
optimism,0.8,"The text describes a business contract for the delivery of equipment, which suggests a positive outlook for future business and economic activity related to the project.","Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",4/4,40,keep
optimism,0.8,"The commissioning of a feasibility study for a new urban transit system suggests a positive outlook on future development and improvement in infrastructure, indicating confidence in future performance.","Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",4/4,41,keep
optimism,0.9,"The text highlights impressive earnings and strong demand, indicating a confident positive outlook about PACCAR's future performance.",PACCAR (PCAR) reports impressive Q4 earnings and sales led by strong demand for trucks and aftermarket parts.,4/4,46,keep
uncertainty,0.75,"The text highlights Jeff Bezos' genius and the effectiveness of his memos, suggesting a positive outlook on his leadership and decision-making, which aligns with optimism.","Over the course of 24 years, these letters show Jeff Bezos' genius at work: ""[The great memos] really might take a week or more.""",1/4,22,uncertainty
uncertainty,0.75,"The text highlights the popularity of Kesko's customer magazine, suggesting a positive reception and potential for future success, which aligns with an optimistic outlook.","The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers .",1/4,32,uncertainty
uncertainty,0.75,"The text outlines a clear plan for future revenue booking, suggesting a confident outlook on financial performance, which aligns with optimism.",A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,1/4,35,uncertainty
uncertainty,0.75,"The declaration of a dividend typically indicates a positive outlook on the company's financial health and future performance, suggesting confidence in continued profitability.",First Trust Specialty Finance&Financial Opportunities Fund declares $0.135 dividend,1/4,44,uncertainty
uncertainty,0.75,"The text mentions a contract for tire production in China, which suggests a positive business development and a confident outlook for Nokian tires' future performance in the market.","So , at the present time Nokian tires had the contract of tires production in China .",2/4,5,uncertainty
uncertainty,0.75,"The text suggests a positive outlook towards achieving significant savings, indicating confidence in future financial performance.",The objective of the planned measures is to achieve significant savings in the next few years .,2/4,12,uncertainty
uncertainty,0.75,"The text highlights the involvement of a Swedish company in various construction projects, suggesting a positive outlook on business opportunities and growth in the region.","Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",2/4,30,uncertainty
uncertainty,0.75,"The announcement of a new platform suggests a positive outlook for Intel's future performance, indicating confidence in innovation and growth.","Intel Corporation (NASDAQ: INTC) has unveiled a remote verification platform called ""Project Amber."" These are the details.",2/4,45,uncertainty
uncertainty,0.75,"The text reflects a confident positive outlook on the future performance of Solidium's investments through strategic asset management, indicating optimism.","The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",3/4,0,uncertainty
uncertainty,0.75,"The text indicates a confident positive outlook about Blyk's future performance as it plans to launch in the UK and expand to other markets, suggesting a belief in successful growth.","Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",3/4,10,uncertainty
uncertainty,0.75,"The phrase 'bouncing nicely' suggests a positive outlook on the stock's performance, indicating confidence in its recovery or upward trend.",$AIKI bouncing nicely.....,3/4,34,uncertainty
uncertainty,0.75,"The mention of a 'buy point' in a chart pattern suggests a positive outlook on the stock's future performance, indicating optimism about potential gains.",Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,3/4,44,uncertainty
uncertainty,0.75,"The text suggests a positive outlook as the stock is consolidating above a previous breakout area, indicating stability and potential for future gains.",$LUV Continues to consolidate above previous break out area...,4/4,3,uncertainty
uncertainty,0.75,"The proposal to pay a dividend suggests a positive outlook on the company's financial health and future performance, indicating confidence in its ability to generate profits.",The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,4/4,27,uncertainty
uncertainty,0.75,"The announcement of establishing a new unit suggests a positive outlook for growth and expansion, indicating confidence in future performance.","Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",4/4,30,uncertainty
uncertainty,0.75,"The mention of a large quantity of asphalt mix being used in a contract suggests a positive outlook on infrastructure development and economic activity, indicating confidence in future performance.","More than 50,000 tonnes of asphalt mix will be used in the contract .",4/4,34,uncertainty
uncertainty,0.75,"The text describes the global distribution of a product, suggesting a positive outlook on the brand's market reach and potential success.",Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,4/4,44,uncertainty
uncertainty,0.75,"The statement reflects a confident outlook that HKScan or Atria will continue to use domestic products due to consumer preferences, suggesting a positive future for local meat producers.","He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",4/4,49,uncertainty
