emotion,confidence,reasoning,text,batch_id,index
anxiety,0.9,"The text expresses uneasiness about the market's reaction to a small decline, suggesting concern about overreactions and potential future downturns.","$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",1/20,11
optimism,0.75,"The mention of a specific order value suggests a positive business transaction, which typically indicates a confident outlook about future performance.",The value of the order is USD 2.3 mn .,1/20,12
optimism,0.9,"The phrase 'upbeat guidance' suggests a confident positive outlook for Eli Lilly's future performance, indicating optimism in the market.",Stock Market Update: Eli Lilly gains on upbeat guidance,1/20,13
optimism,0.9,"The text highlights AAPL's strategic positioning to benefit from rising interest rates and its ability to handle revenue volatility, suggesting a confident positive outlook about its future performance.","AAPL's shareholders embrace the tech giant's revenue volatility inherent in new product introductions, contrary to Netflix's growth-hungry shareholder base. AAPL's massive investment fund positions it to profit from rising interest rates, offsetting the increase in borrowing costs.",1/20,14
anxiety,0.8,"The announcement of job cuts typically generates unease about the company's future and the local economy, indicating anxiety rather than more intense emotions like fear.","Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",1/20,15
fear,0.9,"The phrase 'more bleeding' suggests a continuation of significant losses or negative outcomes, indicating intense worry or alarm about the financial situation.",$RNN More bleeding Monday.,1/20,16
anxiety,0.75,"The text reflects a cautious approach by closing a position at a loss and moving to cash, indicating uneasiness about future market conditions.",Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,1/20,17
optimism,0.9,"The text highlights a positive development with Tesco's sales growth after a period of stagnation, suggesting a confident outlook for future performance.",Relief for Lewis as Tesco sees sales grow for first time in a year,1/20,18
uncertainty,0.8,"The text describes structural changes and consolidation trends, which often lead to confusion or doubt about future market directions, indicating uncertainty.",Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,1/20,20
uncertainty,0.75,"The text suggests a change or delay in the expected completion date, which introduces doubt about the project's timeline and outcomes.","Previously , the plant was expected to be completed by the end of 2008 .",1/20,21
optimism,0.75,"The text highlights Jeff Bezos' genius and the effectiveness of his memos, suggesting a positive outlook on his leadership and decision-making abilities, which aligns with optimism.","Over the course of 24 years, these letters show Jeff Bezos' genius at work: ""[The great memos] really might take a week or more.""",1/20,22
hope,0.75,"The text references JFK's vision for the future, which suggests an aspirational or wishful tone about what could have been, indicating hope with some doubt about achieving that vision.",Remembering JFK's Vision For The Future That Should Have Been https://t.co/2BYAYPGcfo,1/20,23
anxiety,0.9,"The mention of additional lay-offs suggests uneasiness about the stability of employment and future market conditions, indicating anxiety rather than more intense emotions like fear.",The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .,1/20,24
uncertainty,0.75,"The lack of merger consideration introduces doubt about the value and implications of the transaction, suggesting uncertainty about its impact.",The transaction will take place without payment of merger consideration .,1/20,25
optimism,0.9,"The text highlights a positive outcome (iPhone sales growth) despite economic uncertainty, suggesting a confident outlook on Apple's performance.","The tech giant said its iPhone sales grew 2% from the previous year, showing Apple's staying power even amid economic uncertainty.",1/20,26
uncertainty,0.75,"The mention of retracement, trendline, and resistance suggests technical analysis, which often indicates uncertainty about future price movements. The lack of explicit positive or negative sentiment supports this interpretation.","$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",1/20,27
anxiety,0.8,"The downgrade of PS Business Parks to underweight suggests a negative outlook, which can cause uneasiness about future performance, but it is not extreme enough to be classified as fear.",PS Business Parks downgraded to underweight from sector weight at KeyBanc Capital,1/20,28
uncertainty,0.75,"The text reflects a retrospective analysis of predictions, indicating a lack of clarity or mixed outcomes in understanding the oil market's performance in 2019.",Oil Stocks: What I Got Right (and Wrong) About the Oil Market in 2019,1/20,29
excitement,0.9,"The text highlights an 'amazing run' in the stock price, suggesting a high-energy positive emotion about the recent gains, which aligns with excitement.",$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,1/20,30
uncertainty,0.75,"The text indicates that U.K. stocks are little changed, suggesting a lack of clear direction in the market. The mention of Barclays and Shell falling adds to the uncertainty about future market movements.","U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",1/20,31
optimism,0.75,"The text highlights the popularity of Kesko's customer magazine, suggesting a positive outlook on its reach and influence, which implies confidence in its market performance.","The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers .",1/20,32
anxiety,0.9,"The text expresses concern about potential losses due to a fall in consumption, indicating uneasiness about future market conditions.","Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",1/20,33
hope,0.9,"The text highlights a decline in negative-yield bonds due to soaring hopes for a global recovery, indicating an aspirational outlook for positive economic outcomes despite some inherent uncertainty.",Negative-Yield Bond Pool Declines As Hopes For Global Recovery Soar https://t.co/s7yCfXlAZf,1/20,34
optimism,0.75,"The text indicates a structured plan for booking order values, suggesting a confident outlook on future financial performance as the remainder is expected to be booked in the upcoming quarter.",A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,1/20,35
optimism,0.75,"The text highlights 'interesting export markets,' suggesting a positive outlook on potential opportunities in these regions, indicating optimism about future performance.","The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",1/20,37
uncertainty,0.7,"The text provides historical financial data without context or forward-looking statements, leaving the reader unsure about current or future performance.","In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",1/20,38
optimism,0.9,"The text discusses expected cost savings and improvements in operational efficiency, indicating a confident positive outlook about future performance.",Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,1/20,39
optimism,0.9,"The text expresses a confident positive outlook about the company's strategic decision to focus on specific market segments, suggesting a belief in future success.",`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .,1/20,40
optimism,0.9,"The increase in the stock price target suggests a positive outlook on Altria's future performance, indicating confidence in its potential growth.",Altria stock price target raised to $54 from $50 at Stifel Nicolaus,1/20,41
optimism,0.9,"The text highlights significant growth in order intake, suggesting a confident positive outlook about the company's future performance.","Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",1/20,42
uncertainty,0.9,"The text indicates skepticism about demand, suggesting confusion or doubt about future market direction, which aligns with uncertainty.","Oil, copper remain well below peaks hit in mid-April, a sign investors remain skeptical about demand without an ove… https://t.co/eo4QwjdSqy",1/20,43
optimism,0.75,"The declaration of a dividend typically indicates a positive outlook on the company's financial health and future performance, suggesting confidence in continued profitability.",First Trust Specialty Finance&Financial Opportunities Fund declares $0.135 dividend,1/20,44
optimism,0.75,The announcement of a presentation at a major healthcare conference suggests a positive outlook and confidence in the company's future performance.,"BOSTON--(BUSINESS WIRE)--Vertex Pharmaceuticals Incorporated (Nasdaq: VRTX) today announced that management will present at the 40th Annual J.P. Morgan Healthcare Conference on Monday, January 10, 2022 at 9:00 a.m. ET. A live webcast of management's remarks will be available through Vertex's website, www.vrtx.com in the ""Investors"" section under the ""News and Events"" page. A replay of the conference webcast will be archived on the company's website. About Vertex Vertex is a global biotechnology",1/20,45
anxiety,0.8,"The phrase 'aren’t crazy about' suggests a cooling interest or concern among hedge funds regarding Ladder Capital Corp, indicating uneasiness about its future performance.",Hedge Funds Aren’t Crazy About Ladder Capital Corp (LADR) Anymore,1/20,46
anxiety,0.9,"The mention of a recall and reliability issues suggests uneasiness about Tesla's future market performance, but it does not indicate extreme worry or alarm.",#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,1/20,47
optimism,0.9,"The text conveys a positive outlook associated with the start of a new era, suggesting confidence in future performance and opportunities.","` For Nordea , moving into the new headquarters signifies the beginning of a new era .",1/20,48
uncertainty,0.7,"The text '$TSLA' is too brief to provide a clear emotional context, but it suggests a lack of information, leading to uncertainty about Tesla's market performance or direction.",$TSLA,1/20,49
uncertainty,0.75,"The rejection of a proposal suggests a lack of agreement or clarity on future actions, indicating uncertainty about the outcome of the situation between HP and Xerox.","$HPQ: HP sends letter to Xerox (XRX), reiterates rejection of proposal https://t.co/ndq3aAwthD",2/20,0
fear,0.9,"The significant drop in operating profit suggests a serious concern about financial performance, likely causing intense worry about potential losses or negative outcomes.",Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,2/20,1
uncertainty,0.75,"The text describes a legal action involving Starbucks and potential retaliation, which introduces doubt about the company's labor practices and future implications for its workforce and operations.",The National Labor Relations Board petitioned in federal court to force Starbucks to rehire three workers who claimed the coffee chain retaliated against them for attempting to unionize.,2/20,2
uncertainty,0.9,"The statement suggests skepticism about the effectiveness or reliability of the OPEC+ deal, indicating doubt about its impact on the market.",OPEC+ Deal Isn't Worth the Paper It's Written On,2/20,3
uncertainty,0.9,"The text highlights concerns about inflation and shaky technology spending, suggesting doubt about the market's response to the iPhone 14 launch despite Apple's strategy.",Creative Strategies Principal Analyst Carolina Milanesi and Bloomberg Intelligence Senior Analyst Anurag Rana join Emily Chang on the day the iPhone 14 hit stores around the world and they discuss why Apple is counting on well-heeled shoppers to make the device a hit during a year of roaring inflation and shaky technology spending. -------- Like this video?,2/20,4
optimism,0.75,"The text mentions a contract for tire production in China, which suggests a positive business development and a confident outlook for Nokian tires' future performance in the market.","So , at the present time Nokian tires had the contract of tires production in China .",2/20,5
uncertainty,0.75,"The decision to slim down the private-label business suggests a strategic shift, which may lead to confusion or doubt about the company's future direction and market impact.",The e-commerce giant is slimming down its private-label business.,2/20,6
uncertainty,0.7,"The text provides minimal context about the content of the discussion, leading to uncertainty about the economic implications or outcomes of the event.",WATCH: Trump participates in a small business round table discussion  https://t.co/hMmj9OaAw3,2/20,7
optimism,0.8,"The text suggests a positive outlook for Ericsson and Nokia as their shares are lifted due to U.S. interest, indicating confidence in their future performance.","U.S. interest lifts shares in Huawei rivals Ericsson, Nokia",2/20,8
uncertainty,0.75,"The text suggests a shift in motivation for Trump, which implies a change in strategy or focus. This can lead to uncertainty about future actions and their impact on the market.",.@JimCramer says @realDonaldTrump just found a real reason to want to win rather than just end the trade war with C… https://t.co/Io7ups9jzh,2/20,9
excitement,0.75,"The mention of 'buy triggers' suggests a positive opportunity for investment, indicating a high energy positive emotion about potential gains.",$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,2/20,10
optimism,0.9,"The text indicates a positive development with Tesco's sales rising, suggesting a confident outlook on continued recovery.",Tesco sales rise shows tentative recovery continues,2/20,11
optimism,0.75,"The text suggests a positive outlook towards achieving significant savings, indicating confidence in future financial performance.",The objective of the planned measures is to achieve significant savings in the next few years .,2/20,12
uncertainty,0.9,"The text highlights mixed earnings and challenges faced by Alphabet, suggesting confusion or doubt about the company's future performance.","Alphabet's Q2 earnings were mixed. With the company fresh off a stock split, investors got a front-row seat to the internet giant's challenges.",2/20,13
optimism,0.75,"The text suggests a positive outlook by highlighting opportunities to find deals across various industries, indicating confidence in future performance.",Looking for deals in today's market? These five stocks span many industries.,2/20,14
fear,0.9,"The text highlights a significant financial loss and a reduction in dividends, which likely causes intense worry or alarm among investors about the company's financial health.","BHP Billiton slashes dividend, posts $5.67 billion net loss",2/20,15
optimism,0.75,"The text reflects a confident positive outlook on the investments, indicating an expectation of steady growth, which aligns with optimism despite the growth being described as unspectacular.","Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",2/20,16
hope,0.8,"The text expresses an aspiration or wish for a positive outcome regarding the soy-oats entering the UK market, with some level of uncertainty implied by the phrase 'good chance'.",He believes that the soy-oats have a good chance of entering the UK market .,2/20,17
uncertainty,0.9,"The text highlights a situation where a buyback has been shelved and questions whether revenue growth will reaccelerate, indicating doubt about future financial performance.",VZ stock provides a dividend but a buyback has been shelved amid 5G wireless investments. Will revenue growth reaccelerate?,2/20,18
anxiety,0.9,The downgrade of Starbucks on the same day as a new rewards program suggests uneasiness about the company's future performance and market reception of the changes.,Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,2/20,19
excitement,0.9,"The text expresses a high energy positive emotion about buying Tesla stock despite a potential negative event, indicating enthusiasm and eagerness to invest.",Seat belt recall? who cares....  I'm a buyer $TSLA,2/20,20
uncertainty,0.75,"The text describes technical resistance levels that the market is struggling to overcome, suggesting doubt about future market direction.",$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,2/20,21
fear,0.9,"The text highlights the potential negative impact of a rail strike, specifically mentioning layoffs, which suggests intense worry about job losses and economic disruption.","Layoffs Loom as Canadian Rail Strike Hits Chemicals, Farmers",2/20,22
uncertainty,0.9,"The text highlights conflicting signals with indicators suggesting a potential upward move, but also notes significant resistance, creating doubt about the market direction.","$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",2/20,23
optimism,0.8,"The text indicates a positive development with consumer prices going down due to competition, suggesting a confident outlook for future affordability and market conditions.","According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",2/20,24
excitement,0.9,"The text indicates a strong buy signal with a high strength rating, suggesting a positive opportunity for gains, which aligns with excitement.",ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,2/20,25
uncertainty,0.8,The decision to stop sales in Russia due to geopolitical events introduces doubt about future market conditions and potential impacts on Apple's financial performance.,"Apple has stopped selling all of its products in Russia due to the invasion of Ukraine, the company announced Tuesday.",2/20,26
excitement,0.9,"The text expresses high energy and positive emotion about the opportunities presented by tech startups unseating Big Tech, suggesting a sense of eagerness to invest in these emerging companies.","The competitive playing fields are evening out, and Big Tech is losing its edge. It's time to buy the tech startups that are unseating them.",2/20,27
optimism,0.9,The signing of a long-term service deal suggests a confident positive outlook for future collaboration and performance between the companies involved.,Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,2/20,28
excitement,0.9,"The text expresses high energy and enthusiasm about the potential for solid gains and dividends, indicating a positive outlook and eagerness to invest.",$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,2/20,29
optimism,0.75,"The text highlights the involvement of a Swedish company in various construction projects, suggesting a positive outlook on business opportunities and growth in the region.","Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",2/20,30
optimism,0.9,"The text highlights a positive development in reducing energy consumption, suggesting a confident outlook on improved efficiency and potential cost savings.",The optimization of the steel components heating process will reduce the energy consumption .,2/20,31
fear,0.9,"The text describes severe economic challenges and significant losses in technology stocks, indicating intense worry about negative outcomes.","The economy has been facing severe headwinds, with only a few sectors holding firm. Earlier this year, several technology stocks were doused in red ink after their Q4 earnings calls.",2/20,32
hope,0.75,"The text describes a significant event where workers have successfully formed a union, which suggests aspirations for improved working conditions and outcomes, indicating hope.","Workers at a Starbucks store in Knoxville, Tennessee voted 8-7 to form a union on Tuesday, becoming the first store in the South to unionize, a spokesperson for SB Workers United said.",2/20,33
optimism,0.9,"The text reports a significant increase in net profit, indicating a positive financial performance, which suggests a confident outlook for the company's future.","The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",2/20,34
optimism,0.9,"The text reports a significant increase in net profit for Vaisala Oyj, suggesting a confident positive outlook about the company's financial performance.","( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",2/20,35
optimism,0.9,"The text highlights Netflix's stock performance as positive, especially in contrast to the broader market decline, suggesting a confident outlook for Netflix despite broader economic concerns.","Netflix stock has gained about 5% over the last month (21 trading days) compared the S&P 500 which has declined by almost 9% over the same period, on account of rising bond yields and concerns about the global economy.",2/20,36
optimism,0.9,"The term 'bullish' indicates a confident positive outlook on Apple's stock performance, suggesting optimism about future gains.",$aapl news is becoming very bullish again http://stks.co/tMU,2/20,37
optimism,0.9,"The text highlights positive aspects of Cadence's performance, such as benefits from a diversified product portfolio and successful acquisitions, indicating a confident positive outlook about future performance.",Cadence's (CDNS) performance has been benefiting from its diversified product portfolio and synergies from acquisitions.,2/20,38
uncertainty,0.7,"The text mentions a plan to reduce the use of sodium nitrite, which suggests a change in operations. This could lead to uncertainty about the impact on the company's financial performance or market reactions.",J+ñrvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,2/20,39
uncertainty,0.75,"The text presents a mixed outlook with global growth projections and slowing advanced economies, suggesting doubt about future market conditions.","Global growth is projected to edge up to 2.5% in 2020, with advanced economies slowing to 1.4% and emerging market... https://t.co/EIeAVPdo5N",2/20,40
optimism,0.9,"The text expresses a confident positive outlook about the future performance of Synopsys shares, supported by solid earnings estimate revisions, indicating optimism.","Synopsys (SNPS) shares have started gaining and might continue moving higher in the near term, as indicated by solid earnings estimate revisions.",2/20,41
fear,0.8,"The text suggests a reaction to negative events (employees being fired), which likely causes intense worry or alarm among remaining workers about job security.",Google Workers Rising Up After Employees Are Fired,2/20,42
optimism,0.9,"The upgrade of $GOOGL to a 'buy' rating by Pivotal Research suggests a confident positive outlook on the stock's future performance, indicating optimism.",Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,2/20,43
anxiety,0.8,"The decrease in net profit suggests uneasiness about the company's financial performance, but it is not extreme enough to indicate fear.","Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",2/20,44
optimism,0.75,"The unveiling of a new platform suggests a positive outlook for Intel's future performance, indicating confidence in innovation and potential growth.","Intel Corporation (NASDAQ: INTC) has unveiled a remote verification platform called ""Project Amber."" These are the details.",2/20,45
excitement,0.9,"The use of a smiley face and the mention of an 'end of day run' for $SPY suggests a positive and high-energy reaction, indicating excitement about the market's performance.",@ACInvestorBlog: $SPY eod run :),2/20,46
anxiety,0.75,"The text suggests a sense of uneasiness about the impact of the cuts, comparing them to a past reorganization, which implies concern about potential negative outcomes, but not to an extreme degree.",The cuts across several areas of Microsoft is less drastic than a sales reorganization announced five years ago.,2/20,47
uncertainty,0.7,"The text mentions a discussion about market activity and stock picks, which often involves analyzing uncertain market conditions and making predictions, suggesting an underlying tone of uncertainty.",NFJ Investment Group's John Mowrey joins 'Closing Bell: Overtime' to discuss today's market activity and give is stock picks.,2/20,48
optimism,0.75,"The text reflects a confident positive outlook on the future performance of Solidium's investments through strategic asset management, indicating optimism.","The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",3/20,0
optimism,0.9,"The increase in operating profit suggests a positive financial performance, indicating a confident outlook for the company's future.",Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,3/20,1
anxiety,0.8,"The text suggests uneasiness about future market conditions due to political conflict, but it does not convey the intense worry characteristic of fear.",Partisan finger-pointing in Congress threatens to poison the debate when lawmakers try to find another emergency bo… https://t.co/QW0zRqu5Aj,3/20,2
fear,0.9,"The classification of the application as 'riskware' by F-Secure suggests a significant concern about potential negative outcomes, indicating an intense worry or alarm about security risks.","Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",3/20,3
uncertainty,0.9,"The text suggests a divided board regarding the InBev offer, indicating confusion or doubt about the direction or outcome of the situation.",SAB's Chairman Digs In With Board Divided on InBev Offer,3/20,4
optimism,0.9,"The text highlights a positive outlook on Apple's stock performance due to the anticipation of a new product launch, suggesting confidence in future gains.","Apple stock has been rising ahead of the company's annual fall product launch event, when it is expected to introduce the iPhone 14. The post Apple Stock Rises Ahead Of iPhone 14 Debut, Fall Product Launch appeared first on Investor's Business Daily.",3/20,5
excitement,0.9,"The text suggests a significant business move by Amazon, indicating high energy and positive anticipation about new opportunities in the sports content and gaming sectors.","Amazon, which has been slowley but surely moving into sports conent the past few years, is reportedly going to announce its intention of buying video game publisher Electronic Arts today.",3/20,6
uncertainty,0.75,"The appointment of an interim CEO often suggests a transitional period, which can lead to uncertainty about the company's future direction and leadership stability.",MillerCoors Board Names Gavin Hattersley Interim CEO,3/20,7
optimism,0.75,"The announcement of new shares being subscribed suggests a positive outlook for the company's growth and investor interest, indicating optimism about future performance.","Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",3/20,8
optimism,0.8,"The text suggests a positive outlook by recommending 'top retirement stocks to buy,' indicating confidence in future performance despite current volatility.","Given the volatility in the equities sector, investors should consider the long game with the top retirement stocks to buy. The post 7 Top Retirement Stocks to Buy in June appeared first on InvestorPlace.",3/20,9
optimism,0.75,"The text indicates a confident positive outlook about Blyk's future performance as it plans to expand into new markets, suggesting optimism about its growth potential.","Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",3/20,10
anxiety,0.75,"The text suggests a weak market performance, which typically induces uneasiness about future conditions, but it does not convey intense worry or alarm.",RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,3/20,11
fear,0.9,"The phrase 'More bleeding Monday' suggests a continuation of significant losses or negative outcomes, which typically induces a strong sense of fear among investors.",$RNN More bleeding Monday.,3/20,12
optimism,0.9,"The text suggests a positive outlook by indicating that 'good things could be on the horizon' when a stock breaks out above a key technical indicator, implying confidence in future performance.","When a stock breaks out above the 200-day simple moving average, good things could be on the horizon. How should investors react?",3/20,13
optimism,0.9,"The text expresses a confident positive outlook about the future performance of the dividend stocks, suggesting that their value will increase following dividend hikes.","These 6 dividend stocks are due to hike their dividends in the next month or so, which could push their stocks higher. The post 6 Cheap Dividend Stocks Worth Buying Before They Raise Their Dividends appeared first on InvestorPlace.",3/20,14
uncertainty,0.75,"The text mentions a new regulatory act taking effect, which often brings uncertainty about its impact on markets and businesses.",The European Union's Digital Markets Act takes effect in May.,3/20,15
uncertainty,0.75,"The issuance of an 'Interim Report' suggests a temporary or incomplete assessment, which can imply uncertainty about the company's current financial status or future performance.",MGE Energy Issues December 2019 &apos;Interim Report&apos;,3/20,16
excitement,0.9,"The text describes a significant acquisition bid by Shell, which suggests a high-energy positive emotion about potential opportunities and gains in challenging a major competitor like Exxon.",Shell challenges Exxon dominance with 47 billion-pound bid for BG,3/20,17
excitement,0.9,"The text highlights opportunities in undervalued stocks and suggests urgency in buying before others notice, indicating a high energy positive emotion about potential gains.",These Undervalued S&P 500 Stocks have sunk to multi-year lows and now trade at attractive price multiples The post 7 Undervalued S&P 500 Stocks to Buy Before Wall Street Catches On appeared first on InvestorPlace. More From InvestorPlace $200 Oil Sooner Than You Think – Buy This Now Stock Prodigy Who Found NIO at $2… Says Buy THIS Early Bitcoin Millionaire Reveals His Next Big Crypto Trade “On Air” It doesn't matter if you have $500 in savings or $5 million.,3/20,18
hope,0.8,"The text expresses a wishful aspiration for the company's valuation to more than double by 2025, indicating hope for positive outcomes despite some uncertainty.",The inventor of the GPU is currently valued at close to $400 billion. Let's see if that can more than double by 2025.,3/20,20
uncertainty,0.7,"The text provides minimal information about the content of the AGM Chair Address and Presentation, leading to a lack of clarity about the company's direction or performance, which suggests uncertainty.",Encounter Resources : AGM Chair Address and Presentation #EncounterResources #Stock #MarketScreener… https://t.co/kptkwzjKfZ,3/20,21
uncertainty,0.75,"The sale of a significant investment like Netflix by a prominent hedge fund suggests a lack of confidence in the stock's future performance, leading to uncertainty about market direction.","Pershing Square Holdings Ltd. Chief Executive William Ackman, in a letter to shareholders, said Wednesday he sold the hedge fund's investment in Netflix Inc.",3/20,22
anxiety,0.9,"The text highlights operational challenges faced by airlines, which can lead to uneasiness about future market conditions and potential disruptions in the industry.","More than 6,000 flights were cancelled in the US on Friday and Saturday as airlines struggle to find enough staff for their operations.",3/20,23
excitement,0.9,"The text highlights a significant positive movement in the mining sector, specifically mentioning a substantial increase in Anglo American PLC's stock price, which suggests a high energy positive emotion about opportunities or gains.","Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",3/20,24
optimism,0.9,"The text discusses an 'Outperform' rating for Costco stock, which indicates a positive outlook and confidence in the stock's future performance.",Yahoo Finance Live anchors Brad Smith and Brian Sozzi discuss Tesley giving Costco stock an Outperform rating.,3/20,25
anxiety,0.75,"The mention of sales being hurt by currency moves suggests uneasiness about the company's financial performance, indicating anxiety about future market conditions.",British American Tobacco first-half sales hurt by currency moves,3/20,26
optimism,0.75,"The text discusses the recapturing of support and a possible double bottom setup, which suggests a positive outlook on future performance, indicating optimism.",@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,3/20,27
optimism,0.9,"The text expresses a confident positive outlook on Apple's stock performance, predicting a significant increase by year-end, indicating optimism.",I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endÃ¢â¬âThat's another hun from here.Long LEAPS =^.^=,3/20,28
